ticket_id,description,category,severity,resolution,resolution_cluster,user_tier,department,auto_resolved,verified,created_at
INC-10027,software deployment failing all machines in this building,Software Install,P2,Run installer with elevated admin privileges,software_admin_install,standard,Procurement,False,True,2025-04-03T00:00:00Z
INC-10028,SSO token invalid error appearing repeatedly need refresh,Auth/SSO,P3,Clear SSO token cache and force re-authentication,sso_token_refresh,standard,Legal,True,True,2025-05-30T00:00:00Z
INC-10029,urgent - onedrive sync blocked by IT policy on this specific machine,Permissions/Access,P3,Fix Group Policy Object causing access denial,permission_policy_fix,standard,Logistics,True,True,2025-12-03T00:00:00Z
INC-10030,windows login says my password has expired need help urgent,Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,standard,Procurement,True,True,2025-07-12T00:00:00Z
INC-10031,wifi keeps disconnecting every few minutes on my laptop,Network/Connectivity,P4,Update network adapter driver,network_driver_update,standard,Procurement,True,True,2025-10-13T00:00:00Z
INC-10032,cannot send emails because mailbox is at capacity full please help,Email Access,P3,Clear mailbox quota and archive old emails,email_quota_fix,standard,Sales,True,True,2025-08-26T00:00:00Z
INC-10033,SAP slow to load pages and sometimes kicks me out,SAP Issues,P3,Reset SAP credentials and clear session cache,sap_credential_reset,standard,Procurement,False,True,2025-08-08T00:00:00Z
INC-10034,"Hi team, missing authorisation for SAP purchasing transaction ME21N",SAP Issues,P3,Reassign or repair SAP user role permissions,sap_role_assign,standard,Legal,True,True,2025-07-02T00:00:00Z
INC-10035,all remote staff cannot connect to vpn since midnight,VPN Problems,P1,Renew or reinstall VPN certificate,vpn_cert_renew,standard,IT,False,True,2025-01-24T00:00:00Z
INC-10036,urgent - password needs resetting it has expired and i am locked out,Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,standard,Logistics,True,True,2025-06-08T00:00:00Z
INC-10037,account password has reached expiry date cannot sign in,Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,standard,Legal,True,True,2025-10-16T00:00:00Z
INC-10038,teams desktop app not working properly after update please help,Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,IT,True,True,2025-02-15T00:00:00Z
INC-10039,urgent - software center application failing to install access denied,Software Install,P3,Run installer with elevated admin privileges,software_admin_install,standard,Operations,True,True,2025-03-16T00:00:00Z
INC-10040,inbox full getting bounce back emails cannot receive messages,Email Access,P3,Clear mailbox quota and archive old emails,email_quota_fix,standard,Sales,True,True,2025-11-22T00:00:00Z
INC-10041,need access to project folder for new team members,Permissions/Access,P3,Grant folder/share access permissions in AD,permission_folder,standard,IT,True,True,2025-03-12T00:00:00Z
INC-10042,mailbox quota exceeded cannot send or receive emails now,Email Access,P3,Clear mailbox quota and archive old emails,email_quota_fix,standard,Procurement,True,True,2025-10-24T00:00:00Z
INC-10043,emails automatically moving to deleted folder incorrectly please help,Email Access,P3,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,Engineering,True,True,2025-10-02T00:00:00Z
INC-10044,account is locked after failed login attempts please unlock,Auth/SSO,P3,Unlock user account in Active Directory,account_unlock,standard,IT,True,True,2025-05-18T00:00:00Z
INC-10045,outlook not starting after office 365 update this morning,Email Access,P3,Rebuild or repair Outlook profile,email_profile_repair,standard,Logistics,True,True,2025-02-01T00:00:00Z
INC-10046,vpn application broken after windows update cannot reinstall,VPN Problems,P3,Uninstall and reinstall VPN client software,vpn_client_reinstall,standard,Engineering,True,True,2025-01-19T00:00:00Z
INC-10047,access to SAP reporting module revoked after annual review,SAP Issues,P3,Reassign or repair SAP user role permissions,sap_role_assign,standard,Logistics,True,True,2025-11-09T00:00:00Z
INC-10048,project folder access denied need permissions to be updated,Permissions/Access,P3,Grant folder/share access permissions in AD,permission_folder,standard,Operations,True,True,2025-02-15T00:00:00Z
INC-10049,missing dll error appearing when launching business application,Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,HR,True,True,2025-11-19T00:00:00Z
INC-10050,"Hi team, group policy blocking access to control panel settings page",Permissions/Access,P3,Fix Group Policy Object causing access denial,permission_policy_fix,standard,Legal,True,True,2026-01-11T00:00:00Z
INC-10051,expired vpn certificate preventing remote access to systems,VPN Problems,P3,Renew or reinstall VPN certificate,vpn_cert_renew,standard,Procurement,True,True,2025-05-17T00:00:00Z
INC-10052,urgent - SAP interface jobs have been failing since yesterday,SAP Issues,P4,Restart SAP application service and clear job queue,sap_service_restart,contractor,Finance,True,True,2025-10-09T00:00:00Z
INC-10053,setup exe blocked needs administrator approval to run,Software Install,P3,Run installer with elevated admin privileges,software_admin_install,standard,Legal,True,True,2025-04-26T00:00:00Z
INC-10054,print quality issues and wrong orientation driver corrupt asap,Printer Issues,P3,Reinstall or update printer driver,printer_driver_install,contractor,Marketing,True,True,2025-01-18T00:00:00Z
INC-10055,outlook not opening at all it crashes immediately on startup asap,Email Access,P3,Rebuild or repair Outlook profile,email_profile_repair,standard,Procurement,True,True,2025-09-08T00:00:00Z
INC-10056,email not working because my storage quota is exceeded urgent,Email Access,P3,Clear mailbox quota and archive old emails,email_quota_fix,standard,IT,True,True,2025-12-15T00:00:00Z
INC-10057,install failing with access denied requires admin elevation,Software Install,P3,Run installer with elevated admin privileges,software_admin_install,standard,Marketing,True,True,2025-12-14T00:00:00Z
INC-10058,wireless network unstable on laptop drops connection frequently,Network/Connectivity,P3,Update network adapter driver,network_driver_update,standard,Sales,True,True,2025-08-28T00:00:00Z
INC-10059,"Hi team, my account got locked and i cannot login to any systems",Auth/SSO,P4,Unlock user account in Active Directory,account_unlock,contractor,Legal,True,True,2025-10-13T00:00:00Z
INC-10060,sent emails not being received by any of my colleagues,Email Access,P3,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,Finance,False,True,2025-10-11T00:00:00Z
INC-10061,wireless network unstable on laptop drops connection frequently,Network/Connectivity,P3,Update network adapter driver,network_driver_update,standard,Legal,True,True,2025-01-31T00:00:00Z
INC-10062,single sign on not maintaining session across applications,Auth/SSO,P3,Clear SSO token cache and force re-authentication,sso_token_refresh,standard,HR,True,True,2025-12-17T00:00:00Z
INC-10063,"Hi team, MFA not functioning since i got a new smartphone",Auth/SSO,P3,Reconfigure or reset MFA / 2FA device,mfa_reconfigure,standard,Sales,True,True,2025-09-05T00:00:00Z
INC-10064,vpn installation broken after recent patches applied asap,VPN Problems,P3,Uninstall and reinstall VPN client software,vpn_client_reinstall,standard,Sales,True,True,2025-03-26T00:00:00Z
INC-10065,"Hi team, account locked after entering wrong password too many times",Auth/SSO,P4,Unlock user account in Active Directory,account_unlock,standard,IT,True,True,2025-07-25T00:00:00Z
INC-10066,SAP is completely unresponsive since 9am affecting all work,SAP Issues,P3,Restart SAP application service and clear job queue,sap_service_restart,standard,Procurement,True,True,2025-08-31T00:00:00Z
INC-10067,SAP slow and my session keeps timing out unexpectedly,SAP Issues,P3,Reset SAP credentials and clear session cache,sap_credential_reset,standard,IT,False,True,2025-03-01T00:00:00Z
INC-10068,software showing trial expired need full license assigned,Software Install,P3,Assign or reactivate software license for user,software_license_assign,standard,Operations,True,True,2025-07-17T00:00:00Z
INC-10069,browser reverting to older version after each restart,Software Install,P3,Uninstall and clean reinstall application,software_reinstall,contractor,Marketing,True,True,2025-08-24T00:00:00Z
INC-10070,vpn client showing error after automatic update was applied,VPN Problems,P3,Uninstall and reinstall VPN client software,vpn_client_reinstall,standard,Finance,True,True,2025-07-31T00:00:00Z
INC-10071,application deployment failing admin rights not available urgent,Software Install,P3,Run installer with elevated admin privileges,software_admin_install,standard,Logistics,True,True,2025-06-04T00:00:00Z
INC-10072,"Hi team, new laptop cannot setup outlook showing profile error",Email Access,P3,Rebuild or repair Outlook profile,email_profile_repair,standard,Engineering,True,True,2025-10-14T00:00:00Z
INC-10073,new desk has no network ethernet port is not active,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,Finance,True,True,2025-05-06T00:00:00Z
INC-10074,group policy blocking access to control panel settings page,Permissions/Access,P3,Fix Group Policy Object causing access denial,permission_policy_fix,standard,Marketing,True,True,2025-06-09T00:00:00Z
INC-10075,SAP taking too long to respond system seems overloaded,SAP Issues,P3,Restart SAP application service and clear job queue,sap_service_restart,standard,Finance,False,True,2025-02-27T00:00:00Z
INC-10076,SAP completely down for entire procurement team urgent please help,SAP Issues,P3,Restart SAP application service and clear job queue,sap_service_restart,standard,Legal,True,True,2025-06-22T00:00:00Z
INC-10077,colleagues confirm no emails received but my sent shows them,Email Access,P3,Rebuild or repair Outlook profile,email_profile_repair,standard,HR,False,True,2025-02-01T00:00:00Z
INC-10078,vpn connected yet cannot reach internal servers or shares,VPN Problems,P3,Push updated VPN configuration to user device,vpn_config_push,standard,Marketing,True,True,2026-01-18T00:00:00Z
INC-10079,"Hi team, excel crashing when opening large files after update applied",Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,Sales,True,True,2026-01-10T00:00:00Z
INC-10080,urgent - account blocked by security policy after repeated wrong passwords,Auth/SSO,P3,Unlock user account in Active Directory,account_unlock,standard,Finance,True,True,2025-05-29T00:00:00Z
INC-10081,wireless network adapter disconnecting frequently unstable,Network/Connectivity,P3,Update network adapter driver,network_driver_update,standard,Engineering,True,True,2025-10-26T00:00:00Z
INC-10082,entire building has lost all internet access since 9am,Network/Connectivity,P1,Enable network port on switch for user device,network_port_enable,standard,Engineering,False,True,2025-05-18T00:00:00Z
INC-10083,browser not loading pages internet seems blocked or broken,Network/Connectivity,P4,Flush DNS cache and renew IP address,network_dns_flush,standard,Procurement,True,True,2025-01-18T00:00:00Z
INC-10084,software needs admin rights to install but i do not have them,Software Install,P3,Run installer with elevated admin privileges,software_admin_install,standard,Procurement,True,True,2025-04-14T00:00:00Z
INC-10085,printer network mapping broken after building moved to vlan,Printer Issues,P3,Re-map network printer and verify IP address,printer_network_map,standard,Logistics,True,True,2026-01-12T00:00:00Z
INC-10086,getting unexpectedly signed out of applications through SSO,Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,standard,Operations,False,True,2025-06-28T00:00:00Z
INC-10087,vpn shows active but network drives not mounting correctly,VPN Problems,P3,Push updated VPN configuration to user device,vpn_config_push,contractor,Logistics,True,True,2025-07-30T00:00:00Z
INC-10088,outlook profile corrupted need to rebuild from scratch,Email Access,P3,Rebuild or repair Outlook profile,email_profile_repair,standard,Marketing,True,True,2026-02-02T00:00:00Z
INC-10089,admin rights revoked and cannot perform basic IT tasks now please help,Permissions/Access,P4,Assign correct role or group membership in AD,permission_role_assign,standard,Engineering,True,True,2025-08-04T00:00:00Z
INC-10090,ip address conflict warning on my machine affecting connectivity,Network/Connectivity,P3,Flush DNS cache and renew IP address,network_dns_flush,standard,Procurement,True,True,2025-02-07T00:00:00Z
INC-10091,intermittent network drops occurring multiple times daily,Network/Connectivity,P3,Update network adapter driver,network_driver_update,standard,IT,False,True,2025-05-26T00:00:00Z
INC-10092,printer spooler service crashed queue needs manual reset urgent,Printer Issues,P3,Clear stuck print queue and restart spooler service,printer_queue_clear,standard,Logistics,True,True,2025-09-17T00:00:00Z
INC-10093,SAP system slow and my login session keeps expiring,SAP Issues,P3,Reset SAP credentials and clear session cache,sap_credential_reset,standard,Sales,False,True,2025-05-02T00:00:00Z
INC-10094,teams plugin missing from outlook after application reinstall urgent,Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,HR,True,True,2025-11-13T00:00:00Z
INC-10095,certain computers cannot see the shared printer others can,Printer Issues,P3,Reinstall or update printer driver,printer_driver_install,standard,IT,False,True,2025-11-16T00:00:00Z
INC-10096,spooler service needs restart print queue completely jammed,Printer Issues,P4,Clear stuck print queue and restart spooler service,printer_queue_clear,standard,Procurement,True,True,2025-01-16T00:00:00Z
INC-10097,single sign on session times out very quickly after logging in,Auth/SSO,P3,Clear SSO token cache and force re-authentication,sso_token_refresh,standard,Operations,True,True,2025-08-16T00:00:00Z
INC-10098,temp contractor needs system access provisioned for project,Permissions/Access,P3,Assign correct role or group membership in AD,permission_role_assign,standard,Finance,True,True,2025-04-01T00:00:00Z
INC-10099,print queue showing jobs as processing but nothing printed please help,Printer Issues,P3,Clear stuck print queue and restart spooler service,printer_queue_clear,standard,Procurement,True,True,2026-01-20T00:00:00Z
INC-10100,urgent - all emails disappeared from inbox after recent migration,Email Access,P3,Rebuild or repair Outlook profile,email_profile_repair,standard,Finance,True,True,2025-05-24T00:00:00Z
INC-10101,application deployment failing admin rights not available,Software Install,P3,Run installer with elevated admin privileges,software_admin_install,standard,IT,True,True,2025-09-01T00:00:00Z
INC-10102,outlook profile damaged cannot access emails or calendar please help,Email Access,P3,Rebuild or repair Outlook profile,email_profile_repair,standard,Engineering,True,True,2025-08-23T00:00:00Z
INC-10103,emails going to sent but not reaching the recipients,Email Access,P3,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,IT,False,True,2026-01-09T00:00:00Z
INC-10104,SSO token keeps expiring causing repeated login prompts,Auth/SSO,P3,Clear SSO token cache and force re-authentication,sso_token_refresh,standard,IT,True,True,2025-03-09T00:00:00Z
INC-10105,laptop password expired locked out of windows,Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,standard,Operations,True,True,2026-01-20T00:00:00Z
INC-10106,onedrive sync blocked by IT policy on this specific machine,Permissions/Access,P3,Fix Group Policy Object causing access denial,permission_policy_fix,standard,HR,True,True,2025-09-30T00:00:00Z
INC-10107,vpn software not launching on laptop after system upgrade,VPN Problems,P3,Uninstall and reinstall VPN client software,vpn_client_reinstall,standard,Marketing,True,True,2025-11-13T00:00:00Z
INC-10108,sharepoint site access denied after previous owner left asap,Permissions/Access,P3,Grant folder/share access permissions in AD,permission_folder,standard,Finance,True,True,2025-09-28T00:00:00Z
INC-10109,license server unreachable for engineering software today,Software Install,P3,Assign or reactivate software license for user,software_license_assign,standard,HR,True,True,2025-06-05T00:00:00Z
INC-10110,"Hi team, vpn software corrupted need clean reinstall on this machine",VPN Problems,P3,Uninstall and reinstall VPN client software,vpn_client_reinstall,standard,Procurement,True,True,2025-02-08T00:00:00Z
INC-10111,printer network mapping broken after building moved to vlan urgent,Printer Issues,P3,Re-map network printer and verify IP address,printer_network_map,standard,Sales,True,True,2025-03-01T00:00:00Z
INC-10112,SAP GUI crashing immediately when trying to open it,SAP Issues,P3,Restart SAP application service and clear job queue,sap_service_restart,standard,IT,True,True,2025-06-19T00:00:00Z
INC-10113,pdf files printing distorted and scrambled driver problem,Printer Issues,P4,Reinstall or update printer driver,printer_driver_install,contractor,Finance,True,True,2025-08-18T00:00:00Z
INC-10114,two factor authentication broken after upgrading to new phone urgent,Auth/SSO,P3,Reconfigure or reset MFA / 2FA device,mfa_reconfigure,standard,HR,True,True,2025-01-27T00:00:00Z
INC-10115,outgoing emails showing in sent folder but not delivered,Email Access,P3,Clear mailbox quota and archive old emails,email_quota_fix,standard,Sales,False,True,2025-08-26T00:00:00Z
INC-10116,urgent - SAP GUI crashing immediately when trying to open it,SAP Issues,P4,Restart SAP application service and clear job queue,sap_service_restart,contractor,Procurement,True,True,2025-04-01T00:00:00Z
INC-10117,software activation failing license not recognised by server,Software Install,P3,Assign or reactivate software license for user,software_license_assign,standard,HR,True,True,2025-07-19T00:00:00Z
INC-10118,applications randomly logging me out seems to be SSO issue,Auth/SSO,P3,Reconfigure or reset MFA / 2FA device,mfa_reconfigure,standard,Engineering,False,True,2026-01-23T00:00:00Z
INC-10119,software restriction policy blocking approved application urgent,Permissions/Access,P4,Fix Group Policy Object causing access denial,permission_policy_fix,contractor,Logistics,True,True,2025-03-22T00:00:00Z
INC-10120,SAP background jobs stuck in queued state for many hours,SAP Issues,P3,Restart SAP application service and clear job queue,sap_service_restart,standard,Operations,True,True,2026-02-03T00:00:00Z
INC-10121,connection dropping intermittently no clear pattern found,Network/Connectivity,P3,Flush DNS cache and renew IP address,network_dns_flush,standard,Finance,False,True,2025-10-21T00:00:00Z
INC-10122,"Hi team, email rule conflicting causing incorrect sorting of messages",Email Access,P3,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,Legal,True,True,2025-11-08T00:00:00Z
INC-10123,SSO session not persisting keeps requiring re-authentication,Auth/SSO,P3,Clear SSO token cache and force re-authentication,sso_token_refresh,standard,HR,False,True,2025-07-01T00:00:00Z
INC-10124,printer error 0x00000709 when setting as default needs driver,Printer Issues,P4,Reinstall or update printer driver,printer_driver_install,standard,Procurement,True,True,2025-03-28T00:00:00Z
INC-10125,application crashing on startup after recent software update urgent,Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,Legal,True,True,2025-07-08T00:00:00Z
INC-10126,"Hi team, account locked after entering wrong password too many times",Auth/SSO,P3,Unlock user account in Active Directory,account_unlock,standard,Sales,True,True,2025-03-04T00:00:00Z
INC-10127,"Hi team, SAP print spool not releasing documents service issue",SAP Issues,P3,Restart SAP application service and clear job queue,sap_service_restart,standard,Marketing,True,True,2025-03-16T00:00:00Z
INC-10128,cannot access finance module in SAP shows blank screen,SAP Issues,P3,Reassign or repair SAP user role permissions,sap_role_assign,standard,Finance,True,True,2025-10-01T00:00:00Z
INC-10129,SAP application crashing for all users on our floor please help,SAP Issues,P4,Restart SAP application service and clear job queue,sap_service_restart,standard,HR,True,True,2025-02-05T00:00:00Z
INC-10130,need MFA reconfiguration after phone was replaced,Auth/SSO,P3,Reconfigure or reset MFA / 2FA device,mfa_reconfigure,standard,Marketing,True,True,2025-08-26T00:00:00Z
INC-10131,"Hi team, USB ports blocked by company policy need exception granted",Permissions/Access,P4,Fix Group Policy Object causing access denial,permission_policy_fix,standard,Legal,True,True,2025-07-17T00:00:00Z
INC-10132,email application broken after system update need fix asap,Email Access,P3,Rebuild or repair Outlook profile,email_profile_repair,standard,Marketing,True,True,2025-06-18T00:00:00Z
INC-10133,sending emails fine but delivery seems to be failing silently,Email Access,P3,Clear mailbox quota and archive old emails,email_quota_fix,standard,HR,False,True,2025-10-22T00:00:00Z
INC-10134,"Hi team, new role requires access to additional systems not yet granted",Permissions/Access,P3,Assign correct role or group membership in AD,permission_role_assign,standard,Operations,True,True,2025-02-25T00:00:00Z
INC-10135,application compatibility error appearing on windows 11 please help,Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,Marketing,True,True,2025-11-11T00:00:00Z
INC-10136,SAP batch jobs failed overnight need service investigation,SAP Issues,P3,Restart SAP application service and clear job queue,sap_service_restart,standard,Operations,True,True,2025-04-23T00:00:00Z
INC-10137,role based permissions not updated after promotion last week,Permissions/Access,P3,Assign correct role or group membership in AD,permission_role_assign,standard,Engineering,True,True,2025-01-07T00:00:00Z
INC-10138,urgent - my password has expired and i cannot access windows,Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,standard,HR,True,True,2025-04-25T00:00:00Z
INC-10139,elevated permissions needed for database administration work urgent,Permissions/Access,P3,Assign correct role or group membership in AD,permission_role_assign,standard,Engineering,True,True,2025-04-03T00:00:00Z
INC-10140,printer offline status shown though device is working fine urgent,Printer Issues,P3,Re-map network printer and verify IP address,printer_network_map,standard,Procurement,True,True,2025-07-17T00:00:00Z
INC-10141,distribution list emails bouncing cannot send to group,Email Access,P3,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,Operations,True,True,2025-04-19T00:00:00Z
INC-10142,vpn software not launching on laptop after system upgrade,VPN Problems,P3,Uninstall and reinstall VPN client software,vpn_client_reinstall,standard,HR,True,True,2025-03-28T00:00:00Z
INC-10143,printer not connecting to network after network infrastructure change please help,Printer Issues,P4,Re-map network printer and verify IP address,printer_network_map,contractor,Finance,True,True,2025-11-05T00:00:00Z
INC-10144,antivirus blocking legitimate business application install asap,Software Install,P3,Run installer with elevated admin privileges,software_admin_install,standard,Sales,True,True,2025-01-22T00:00:00Z
INC-10145,password expired need to reset cannot login to computer asap,Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,standard,IT,True,True,2025-08-04T00:00:00Z
INC-10146,authentication app showing wrong codes after phone migration,Auth/SSO,P4,Reconfigure or reset MFA / 2FA device,mfa_reconfigure,standard,Engineering,True,True,2025-06-26T00:00:00Z
INC-10147,SAP slow and occasionally my session freezes temporarily,SAP Issues,P3,Reset SAP credentials and clear session cache,sap_credential_reset,standard,IT,False,True,2025-06-15T00:00:00Z
INC-10148,urgent - new printer not appearing in add printer wizard on network,Printer Issues,P3,Re-map network printer and verify IP address,printer_network_map,standard,Legal,True,True,2026-01-22T00:00:00Z
INC-10149,no internet access at my desk since moving here this morning,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,Finance,True,True,2025-11-17T00:00:00Z
INC-10150,SSO keeps terminating my sessions across all systems,Auth/SSO,P3,Clear SSO token cache and force re-authentication,sso_token_refresh,standard,Sales,False,True,2025-11-13T00:00:00Z
INC-10151,network port at new desk not active no connectivity,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,Logistics,True,True,2025-02-25T00:00:00Z
INC-10152,authenticator needs to be reset after changing mobile device,Auth/SSO,P3,Reconfigure or reset MFA / 2FA device,mfa_reconfigure,standard,IT,True,True,2025-01-25T00:00:00Z
INC-10153,access request submitted weeks ago still not been processed urgent,Permissions/Access,P3,Assign correct role or group membership in AD,permission_role_assign,standard,Logistics,True,True,2025-03-16T00:00:00Z
INC-10154,"Hi team, SAP is completely unresponsive since 9am affecting all work",SAP Issues,P3,Restart SAP application service and clear job queue,sap_service_restart,standard,HR,True,True,2026-01-08T00:00:00Z
INC-10155,user account disabled after multiple failed login attempts,Auth/SSO,P3,Unlock user account in Active Directory,account_unlock,standard,Finance,True,True,2025-03-18T00:00:00Z
INC-10156,vpn shows active but network drives not mounting correctly,VPN Problems,P3,Push updated VPN configuration to user device,vpn_config_push,standard,Operations,True,True,2026-01-29T00:00:00Z
INC-10157,printer jobs accumulating in queue but not executing,Printer Issues,P3,Clear stuck print queue and restart spooler service,printer_queue_clear,standard,IT,True,True,2025-10-27T00:00:00Z
INC-10158,urgent - authenticator app not generating codes since phone change,Auth/SSO,P3,Reconfigure or reset MFA / 2FA device,mfa_reconfigure,standard,Procurement,True,True,2026-01-30T00:00:00Z
INC-10159,laptop wifi very unstable disconnects every couple of minutes please help,Network/Connectivity,P3,Update network adapter driver,network_driver_update,standard,IT,True,True,2025-06-10T00:00:00Z
INC-10160,urgent - authenticator needs to be reset after changing mobile device,Auth/SSO,P3,Reconfigure or reset MFA / 2FA device,mfa_reconfigure,standard,HR,True,True,2025-10-08T00:00:00Z
INC-10161,network printer ip address changed now no one can print asap,Printer Issues,P3,Re-map network printer and verify IP address,printer_network_map,standard,Sales,True,True,2025-01-01T00:00:00Z
INC-10162,"Hi team, laptop wifi very unstable disconnects every couple of minutes",Network/Connectivity,P3,Update network adapter driver,network_driver_update,standard,Finance,True,True,2025-12-07T00:00:00Z
INC-10163,shared printer not visible to new users on the network asap,Printer Issues,P3,Re-map network printer and verify IP address,printer_network_map,standard,Logistics,True,True,2025-06-22T00:00:00Z
INC-10164,pdf files printing distorted and scrambled driver problem,Printer Issues,P3,Reinstall or update printer driver,printer_driver_install,standard,Finance,True,True,2025-12-18T00:00:00Z
INC-10165,cannot find network printer after moving to a different floor,Printer Issues,P4,Re-map network printer and verify IP address,printer_network_map,standard,Sales,True,True,2025-12-29T00:00:00Z
